title	abstract	publication_year	authors	source	publication_month	publication_day
Fillon 40	Les violences faites aux femmes et aux enfants. Développer l’hébergement d’urgence à destination des femmes victimes de violences : initier un recensement du nombre de places disponibles; affirmer le principe d’un fonds réservataire de 2% pour les femmes victimes de violences, quand l’Etat est bailleur de logements sociaux. Encourager les femmes à porter plainte et mettre en place un cadre sécurisant. Faire en sorte qu’il y ait un référent formé dans chaque commissariat de police et dans chaque gendarmerie pour accueillir les femmes qui viennent porter plainte pour agression sexuelle ou viol. Sanctionner d’une amende aggravée toutes les incivilités commises à l’égard des femmes dans l’espace public et les transports en commun (insultes, harcèlement de rue…). Vérifier systématiquement au moment de l’embauche le casier judiciaire de toute personne exerçant dans un secteur professionnel en relation avec des mineurs et obliger à un traitement judiciaire rapide des dossiers impliquant des mineurs. Faire de la non-assistance à mineur en danger une circonstance aggravante du délit de non-assistance à personne en danger.	2017	François Fillon	Les Républicains	3	14
Fillon 41	Lancer une mission ayant pour objet de bloquer l’accès des mineurs aux sites et vidéos pornographiques, en concertation avec les fournisseurs d’accès internet, les opérateurs de téléphonie mobile, les hébergeurs, la CNIL, les associations familiales ou de protection de l’enfance et les organismes concernés. Il s’agit de faire respecter, dans les faits, la législation interdisant ces programmes aux moins de 18 ans, tout en veillant au respect de la vie privée. 	2017	François Fillon	Les Républicains	3	14
Fillon 42	Droits des femmes et égalité homme-femme.  S’engager pour un gouvernement paritaire. Lutter de manière implacable contre le sexisme en politique, en appliquant une tolérance zéro et en s’engageant à mettre en place des mesures législatives et une politique pénale pour exclure de son mandat et rendre inéligible tout élu ou membre de l’exécutif en cas de condamnation pour harcèlement sexiste ou agressions sexuelles.	2017	François Fillon	Les Républicains	3	14
Fillon 43	Lutter contre les zones de non-droit où pèse la menace que constitue l’islam radical. Supprimer les aides publiques à toutes les associations qui ne respectent pas l’égalité homme/femme. Aider les associations de mères qui luttent dans les quartiers contre la radicalisation de leurs enfants.	2017	François Fillon	Les Républicains	3	14
Fillon 44	Établir des programmes garantissant l’apprentissage des fondamentaux pour l’ensemble des élèves. Restituer à l’école maternelle son rôle de préparation à l’apprentissage de la lecture en lui donnant comme priorité l’acquisition du vocabulaire.  Commencer la scolarité obligatoire à cinq ans de sorte que l’apprentissage de la lecture, avec des méthodes efficaces, débute plus tôt, et concentrer l’enseignement élémentaire sur le socle de connaissances (lecture, calcul, écriture, grandes dates et grands personnages de l’histoire de la Nation, géographie de la France). Laisser les collectivités territoriales décider de l’organisation du temps scolaire à l’école primaire. A ce titre, elles pourront revenir sur la réforme des rythmes scolaires et favoriser un temps pour les devoirs après la classe. Abroger la réforme du collège et revoir les programmes en les structurant autour de deux volets pédagogiques : 1. approfondissement des fondamentaux (français et mathématiques, sciences et histoiregéographie); 2. éducation physique et sportive et ouverture au monde (langues, éducation civique, numérique, enseignements artistiques, découverte professionnelle). Réécrire les programmes d’histoire et de français du collège sous l’autorité d’académiciens, autoriser la création de classes bilangues et de sections européennes dans toutes les académies, conforter l’enseignement de l’allemand et rétablir les enseignements de latin et de grec. Recentrer l’enseignement de technologie autour de la culture numérique et de l’apprentissage de la programmation informatique, de l’algorithmique et des usages numériques. Revaloriser le baccalauréat en réduisant à 4 le nombre d’épreuves et en renforçant les exigences de chacune d’entre elles pour permettre la réussite dans l’enseignement supérieur : une épreuve de français en première et trois épreuves en terminale choisies parmi les matières dominantes de la série. Les disciplines ne faisant pas l’objet d’épreuve seront notées dans le cadre du contrôle continu. En outre, les examens du baccalauréat seront programmés début juillet pour rendre chaque année aux élèves un mois de temps d’enseignement auquel ils ont droit.	2017	François Fillon	Les Républicains	3	14
Fillon 45	Revaloriser l’enseignement professionnel et faire de l’apprentissage une priorité. Faire de l’enseignement professionnel une vraie voie d’excellence confiée aux régions. Conserver le caractère national des diplômes mais autoriser les régions à faire des adaptations en fonction des besoins locaux. Engager une mobilisation nationale des parents, des entreprises, des professeurs, des conseillers d’orientation et des régions pour revaloriser et développer l’apprentissage dès l’âge de 15 ans.	2017	François Fillon	Les Républicains	3	14
Fillon 46	Réaffirmer le sens de l’effort et le respect de l’autorité. Instituer une tenue vestimentaire spécifique à l’établissement pour les élèves de l’école et du collège. Instaurer une évaluation du comportement de l’élève au collège afin de prendre en compte l’assiduité en classe, le respect des règles de l’établissement, le respect des autres et d’abord des  rofesseurs et éducateurs, la politesse, l’attention aux élèves malades ou handicapés, la prise de responsabilité. 	2017	François Fillon	Les Républicains	3	14
Fillon 47	Débureaucratiser l’Éducation nationale. Supprimer le Conseil supérieur des programmes dont les choix et le langage jargonnant ne contribuent pas au redressement de notre système éducatif. Réduire drastiquement le nombre des circulaires et instructions ministérielles et académiques. 	2017	François Fillon	Les Républicains	3	14
Fillon 48	Encourager l’autonomie des écoles, des collèges et des lycées, dans un cadre national. Maintenir la responsabilité de l’Etat pour la définition des principes, des programmes et du niveau exigé des professeurs, pour l’organisation des examens nationaux et le contrôle du respect des règles de la République. Laisser chaque établissement choisir son dispositif d’accompagnement des élèves (programmes d’aides, travaux interdisciplinaires). Donner des outils d’autoévaluation et évaluer régulièrement les établissements. Confier progressivement aux chefs d’établissement du second degré la possibilité de recruter les professeurs et personnels de l’établissement. Accroître l’offre éducative dans les zones de revitalisation rurale et les zones urbaines sensibles en soutenant la création d’établissements publics ou privés innovants.	2017	François Fillon	Les Républicains	3	14
Fillon 49	"Renforcer la formation, la rémunération et la présence des enseignants dans l’établissement. Mettre au premier rang des objectifs des services académiques la définition et la mise en oeuvre d’une véritable politique de ressources humaines et assurer aux professeurs le soutien de leur hiérarchie tant dans leur mission d’enseignement que dans celle d’encadrement des élèves. Revaloriser les traitements des enseignants, en maîtrisant les effectifs et en développant une part "" mérite "" dans la rémunération, et accroître les possibilités de promotion accélérée pour les professeurs enseignant une seconde discipline ou leur discipline en langue étrangère ou acceptant d’enseigner dans des établissements difficiles. Augmenter progressivement le temps de présence des enseignants du second degré dans l’établissement afin de rendre effectif l’accompagnement personnalisé sans changer le nombre d’heures de cours devant élèves."	2017	François Fillon	Les Républicains	3	14
